!MOLECULE
OCS
!MOLECULAR WEIGHT
60.0
!NUMBER OF ENERGY LEVELS
99
!LEVEL + ENERGIES(cm^-1) + WEIGHT + J
 2423    71     8  7.2e-21 3.8e-21 1.2e-21 8.7e-22 9.7e-22 1.1e-21 9.0e-22 9.9e-22
 2424    71     9  1.1e-20 5.8e-21 1.8e-21 1.4e-21 1.5e-21 1.8e-21 1.4e-21 1.6e-21
 2425    71    10  1.6e-20 8.8e-21 2.8e-21 2.1e-21 2.4e-21 2.8e-21 2.2e-21 2.5e-21
 2426    71    11  2.4e-20 1.3e-20 4.4e-21 3.3e-21 3.7e-21 4.4e-21 3.5e-21 3.9e-21
 2427    71    12  3.5e-20 2.0e-20 6.8e-21 5.2e-21 5.8e-21 6.8e-21 5.5e-21 6.0e-21
 2428    71    13  5.2e-20 3.0e-20 1.0e-20 8.1e-21 8.9e-21 1.0e-20 8.5e-21 9.4e-21
 2429    71    14  7.7e-20 4.5e-20 1.6e-20 1.2e-20 1.4e-20 1.6e-20 1.3e-20 1.5e-20
 2430    71    15  1.1e-19 6.8e-20 2.5e-20 1.9e-20 2.1e-20 2.5e-20 2.0e-20 2.3e-20
 2431    71    16  1.7e-19 1.0e-19 3.8e-20 2.9e-20 3.3e-20 3.8e-20 3.1e-20 3.5e-20
 2432    71    17  2.4e-19 1.5e-19 5.7e-20 4.5e-20 5.0e-20 5.8e-20 4.8e-20 5.4e-20
 2433    71    18  3.5e-19 2.2e-19 8.7e-20 6.9e-20 7.7e-20 8.9e-20 7.4e-20 8.3e-20
 2434    71    19  5.2e-19 3.3e-19 1.3e-19 1.1e-19 1.2e-19 1.4e-19 1.1e-19 1.3e-19
 2435    71    20  7.5e-19 4.9e-19 2.0e-19 1.6e-19 1.8e-19 2.1e-19 1.8e-19 1.9e-19
 2436    71    21  1.1e-18 7.2e-19 3.1e-19 2.5e-19 2.7e-19 3.1e-19 2.7e-19 3.0e-19
 2437    71    22  1.6e-18 1.1e-18 4.6e-19 3.8e-19 4.2e-19 4.8e-19 4.1e-19 4.6e-19
 2438    71    23  2.3e-18 1.6e-18 7.0e-19 5.7e-19 6.3e-19 7.2e-19 6.3e-19 7.0e-19
 2439    71    24  3.3e-18 2.3e-18 1.1e-18 8.7e-19 9.6e-19 1.1e-18 9.5e-19 1.1e-18
 2440    71    25  4.8e-18 3.4e-18 1.6e-18 1.3e-18 1.5e-18 1.7e-18 1.4e-18 1.6e-18
 2441    71    26  7.0e-18 5.1e-18 2.4e-18 2.0e-18 2.2e-18 2.5e-18 2.2e-18 2.5e-18
 2442    71    27  1.0e-17 7.4e-18 3.6e-18 3.0e-18 3.3e-18 3.8e-18 3.4e-18 3.8e-18
 2443    71    28  1.5e-17 1.1e-17 5.5e-18 4.6e-18 5.1e-18 5.7e-18 5.1e-18 5.7e-18
 2444    71    29  2.1e-17 1.6e-17 8.2e-18 7.0e-18 7.7e-18 8.7e-18 7.7e-18 8.7e-18
 2445    71    30  3.1e-17 2.4e-17 1.2e-17 1.1e-17 1.2e-17 1.3e-17 1.2e-17 1.3e-17
 2446    71    31  4.4e-17 3.5e-17 1.8e-17 1.6e-17 1.8e-17 2.0e-17 1.8e-17 2.0e-17
 2447    71    32  6.4e-17 5.1e-17 2.8e-17 2.4e-17 2.6e-17 3.0e-17 2.7e-17 3.0e-17
 2448    71    33  9.2e-17 7.4e-17 4.2e-17 3.6e-17 4.0e-17 4.5e-17 4.1e-17 4.6e-17
 2449    71    34  1.3e-16 1.1e-16 6.2e-17 5.5e-17 6.0e-17 6.7e-17 6.2e-17 6.9e-17
 2450    71    35  1.9e-16 1.6e-16 9.3e-17 8.2e-17 9.0e-17 1.0e-16 9.3e-17 1.1e-16
 2451    71    36  2.7e-16 2.3e-16 1.4e-16 1.2e-16 1.4e-16 1.5e-16 1.4e-16 1.6e-16
 2452    71    37  3.9e-16 3.4e-16 2.1e-16 1.9e-16 2.0e-16 2.3e-16 2.1e-16 2.4e-16
 2453    71    38  5.7e-16 5.0e-16 3.1e-16 2.8e-16 3.1e-16 3.4e-16 3.2e-16 3.6e-16
 2454    71    39  8.1e-16 7.2e-16 4.7e-16 4.2e-16 4.6e-16 5.1e-16 4.8e-16 5.4e-16
 2455    71    40  1.2e-15 1.1e-15 6.9e-16 6.3e-16 6.9e-16 7.6e-16 7.3e-16 8.2e-16
 2456    71    41  1.7e-15 1.5e-15 1.0e-15 9.5e-16 1.0e-15 1.1e-15 1.1e-15 1.2e-15
 2457    71    42  2.4e-15 2.2e-15 1.5e-15 1.4e-15 1.5e-15 1.7e-15 1.6e-15 1.9e-15
 2458    71    43  3.4e-15 3.3e-15 2.3e-15 2.1e-15 2.3e-15 2.5e-15 2.5e-15 2.8e-15
 2459    71    44  4.9e-15 4.8e-15 3.4e-15 3.2e-15 3.5e-15 3.8e-15 3.7e-15 4.2e-15
 2460    71    45  7.1e-15 6.9e-15 5.1e-15 4.8e-15 5.2e-15 5.6e-15 5.6e-15 6.3e-15
 2461    71    46  1.0e-14 1.0e-14 7.6e-15 7.1e-15 7.7e-15 8.4e-15 8.3e-15 9.4e-15
 2462    71    47  1.4e-14 1.5e-14 1.1e-14 1.1e-14 1.1e-14 1.3e-14 1.3e-14 1.4e-14
 2463    71    48  2.1e-14 2.1e-14 1.7e-14 1.6e-14 1.7e-14 1.9e-14 1.9e-14 2.1e-14
 2464    71    49  3.0e-14 3.1e-14 2.5e-14 2.4e-14 2.6e-14 2.8e-14 2.8e-14 3.1e-14
 2465    71    50  4.2e-14 4.4e-14 3.7e-14 3.5e-14 3.8e-14 4.1e-14 4.2e-14 4.7e-14
 2466    71    51  6.0e-14 6.4e-14 5.4e-14 5.2e-14 5.6e-14 6.1e-14 6.2e-14 7.0e-14
 2467    71    52  8.5e-14 9.2e-14 8.0e-14 7.8e-14 8.4e-14 9.0e-14 9.2e-14 1.0e-13
 2468    71    53  1.2e-13 1.3e-13 1.2e-13 1.1e-13 1.2e-13 1.3e-13 1.4e-13 1.5e-13
 2469    71    54  1.7e-13 1.9e-13 1.7e-13 1.7e-13 1.8e-13 2.0e-13 2.0e-13 2.3e-13
 2470    71    55  2.5e-13 2.8e-13 2.5e-13 2.5e-13 2.7e-13 2.9e-13 3.0e-13 3.4e-13
 2471    71    56  3.5e-13 4.0e-13 3.7e-13 3.7e-13 4.0e-13 4.3e-13 4.5e-13 5.1e-13
 2472    71    57  4.9e-13 5.7e-13 5.5e-13 5.5e-13 5.9e-13 6.2e-13 6.6e-13 7.5e-13
 2473    71    58  6.9e-13 8.2e-13 8.0e-13 8.1e-13 8.7e-13 9.1e-13 9.7e-13 1.1e-12
 2474    71    59  1.5e-12 1.7e-12 1.6e-12 1.6e-12 1.7e-12 1.8e-12 2.0e-12 2.4e-12
 2475    71    60  3.7e-12 4.9e-12 5.3e-12 5.2e-12 5.4e-12 5.2e-12 5.1e-12 5.2e-12
 2476    71    61  2.8e-12 3.5e-12 3.7e-12 3.9e-12 4.2e-12 4.6e-12 5.5e-12 6.8e-12
 2477    71    62  4.1e-12 5.1e-12 5.5e-12 5.4e-12 5.5e-12 5.4e-12 5.1e-12 5.0e-12
 2478    71    63  4.5e-12 6.0e-12 7.0e-12 8.0e-12 8.9e-12 9.8e-12 1.3e-11 1.7e-11
 2479    71    64  5.2e-12 6.3e-12 6.8e-12 6.7e-12 7.1e-12 7.1e-12 6.8e-12 6.5e-12
 2480    71    65  8.9e-12 1.2e-11 1.5e-11 1.8e-11 1.9e-11 2.1e-11 2.7e-11 3.6e-11
 2481    71    66  8.4e-12 1.1e-11 1.3e-11 1.4e-11 1.5e-11 1.5e-11 1.7e-11 1.8e-11
 2482    71    67  2.9e-11 3.7e-11 4.4e-11 4.5e-11 4.7e-11 4.9e-11 5.9e-11 7.2e-11
 2483    71    68  1.3e-11 2.0e-11 2.9e-11 3.2e-11 3.6e-11 3.6e-11 4.2e-11 5.0e-11
 2484    71    69  7.3e-11 9.7e-11 1.1e-10 1.2e-10 1.2e-10 1.2e-10 1.4e-10 1.6e-10
 2485    71    70  4.1e-11 5.3e-11 6.3e-11 6.8e-11 7.0e-11 7.1e-11 7.6e-11 8.2e-11
 2486    72     1  9.2e-23 4.3e-23 1.1e-23 8.0e-24 8.9e-24 1.1e-23 8.0e-24 8.9e-24
 2487    72     2  2.9e-22 1.4e-22 3.6e-23 2.6e-23 2.9e-23 3.5e-23 2.6e-23 2.9e-23
 2488    72     3  5.5e-22 2.6e-22 7.0e-23 5.0e-23 5.6e-23 6.7e-23 5.0e-23 5.6e-23
 2489    72     4  9.1e-22 4.4e-22 1.2e-22 8.6e-23 9.6e-23 1.1e-22 8.7e-23 9.6e-23
 2490    72     5  1.4e-21 7.0e-22 1.9e-22 1.4e-22 1.6e-22 1.9e-22 1.4e-22 1.6e-22
 2491    72     6  2.2e-21 1.1e-21 3.1e-22 2.3e-22 2.6e-22 3.0e-22 2.3e-22 2.6e-22
 2492    72     7  3.3e-21 1.7e-21 5.0e-22 3.7e-22 4.1e-22 4.8e-22 3.7e-22 4.1e-22
 2493    72     8  5.0e-21 2.6e-21 7.8e-22 5.8e-22 6.4e-22 7.6e-22 5.9e-22 6.6e-22
 2494    72     9  7.5e-21 4.0e-21 1.2e-21 9.1e-22 1.0e-21 1.2e-21 9.4e-22 1.0e-21
 2495    72    10  1.1e-20 6.0e-21 1.9e-21 1.4e-21 1.6e-21 1.9e-21 1.5e-21 1.6e-21
 2496    72    11  1.7e-20 9.1e-21 3.0e-21 2.2e-21 2.5e-21 2.9e-21 2.3e-21 2.6e-21
 2497    72    12  2.5e-20 1.4e-20 4.5e-21 3.5e-21 3.8e-21 4.5e-21 3.6e-21 4.0e-21
 2498    72    13  3.6e-20 2.1e-20 7.0e-21 5.4e-21 5.9e-21 7.0e-21 5.6e-21 6.2e-21
 2499    72    14  5.3e-20 3.1e-20 1.1e-20 8.3e-21 9.2e-21 1.1e-20 8.7e-21 9.7e-21
 2500    72    15  7.8e-20 4.6e-20 1.7e-20 1.3e-20 1.4e-20 1.7e-20 1.3e-20 1.5e-20
 2501    72    16  1.1e-19 6.9e-20 2.5e-20 2.0e-20 2.2e-20 2.5e-20 2.1e-20 2.3e-20
 2502    72    17  1.7e-19 1.0e-19 3.8e-20 3.0e-20 3.3e-20 3.9e-20 3.2e-20 3.6e-20
 2503    72    18  2.4e-19 1.5e-19 5.8e-20 4.6e-20 5.1e-20 5.9e-20 4.9e-20 5.5e-20
 2504    72    19  3.6e-19 2.3e-19 8.9e-20 7.1e-20 7.8e-20 9.0e-20 7.6e-20 8.5e-20
 2505    72    20  5.2e-19 3.3e-19 1.4e-19 1.1e-19 1.2e-19 1.4e-19 1.2e-19 1.3e-19
 2506    72    21  7.5e-19 4.9e-19 2.0e-19 1.6e-19 1.8e-19 2.1e-19 1.8e-19 2.0e-19
 2507    72    22  1.1e-18 7.3e-19 3.1e-19 2.5e-19 2.8e-19 3.2e-19 2.7e-19 3.0e-19
 2508    72    23  1.6e-18 1.1e-18 4.7e-19 3.8e-19 4.2e-19 4.8e-19 4.2e-19 4.6e-19
 2509    72    24  2.3e-18 1.6e-18 7.1e-19 5.8e-19 6.4e-19 7.3e-19 6.3e-19 7.1e-19
 2510    72    25  3.3e-18 2.3e-18 1.1e-18 8.8e-19 9.7e-19 1.1e-18 9.7e-19 1.1e-18
 2511    72    26  4.8e-18 3.5e-18 1.6e-18 1.3e-18 1.5e-18 1.7e-18 1.5e-18 1.7e-18
 2512    72    27  7.0e-18 5.1e-18 2.4e-18 2.0e-18 2.2e-18 2.5e-18 2.2e-18 2.5e-18
 2513    72    28  1.0e-17 7.5e-18 3.6e-18 3.1e-18 3.4e-18 3.8e-18 3.4e-18 3.8e-18
 2514    72    29  1.5e-17 1.1e-17 5.5e-18 4.6e-18 5.1e-18 5.8e-18 5.2e-18 5.8e-18
 2515    72    30  2.1e-17 1.6e-17 8.2e-18 7.0e-18 7.7e-18 8.7e-18 7.8e-18 8.8e-18
 2516    72    31  3.0e-17 2.4e-17 1.2e-17 1.1e-17 1.2e-17 1.3e-17 1.2e-17 1.3e-17
 2517    72    32  4.4e-17 3.5e-17 1.9e-17 1.6e-17 1.8e-17 2.0e-17 1.8e-17 2.0e-17
 2518    72    33  6.3e-17 5.1e-17 2.8e-17 2.4e-17 2.6e-17 3.0e-17 2.7e-17 3.1e-17
 2519    72    34  9.1e-17 7.4e-17 4.2e-17 3.7e-17 4.0e-17 4.5e-17 4.1e-17 4.6e-17
 2520    72    35  1.3e-16 1.1e-16 6.3e-17 5.5e-17 6.0e-17 6.7e-17 6.2e-17 7.0e-17
 2521    72    36  1.9e-16 1.6e-16 9.4e-17 8.3e-17 9.1e-17 1.0e-16 9.4e-17 1.1e-16
 2522    72    37  2.7e-16 2.3e-16 1.4e-16 1.3e-16 1.4e-16 1.5e-16 1.4e-16 1.6e-16
 2523    72    38  3.9e-16 3.4e-16 2.1e-16 1.9e-16 2.1e-16 2.3e-16 2.1e-16 2.4e-16
 2524    72    39  5.6e-16 4.9e-16 3.1e-16 2.8e-16 3.1e-16 3.4e-16 3.2e-16 3.6e-16
 2525    72    40  8.0e-16 7.2e-16 4.7e-16 4.2e-16 4.6e-16 5.1e-16 4.9e-16 5.5e-16
 2526    72    41  1.1e-15 1.0e-15 7.0e-16 6.3e-16 6.9e-16 7.6e-16 7.3e-16 8.2e-16
 2527    72    42  1.7e-15 1.5e-15 1.0e-15 9.5e-16 1.0e-15 1.1e-15 1.1e-15 1.2e-15
 2528    72    43  2.4e-15 2.2e-15 1.5e-15 1.4e-15 1.5e-15 1.7e-15 1.6e-15 1.9e-15
 2529    72    44  3.4e-15 3.2e-15 2.3e-15 2.1e-15 2.3e-15 2.5e-15 2.5e-15 2.8e-15
 2530    72    45  4.9e-15 4.7e-15 3.4e-15 3.2e-15 3.5e-15 3.8e-15 3.7e-15 4.2e-15
 2531    72    46  7.0e-15 6.9e-15 5.1e-15 4.8e-15 5.2e-15 5.6e-15 5.6e-15 6.3e-15
 2532    72    47  1.0e-14 1.0e-14 7.6e-15 7.1e-15 7.7e-15 8.4e-15 8.4e-15 9.5e-15
 2533    72    48  1.4e-14 1.5e-14 1.1e-14 1.1e-14 1.1e-14 1.3e-14 1.3e-14 1.4e-14
 2534    72    49  2.0e-14 2.1e-14 1.7e-14 1.6e-14 1.7e-14 1.9e-14 1.9e-14 2.1e-14
 2535    72    50  2.9e-14 3.0e-14 2.5e-14 2.4e-14 2.6e-14 2.8e-14 2.8e-14 3.2e-14
 2536    72    51  4.1e-14 4.4e-14 3.6e-14 3.5e-14 3.8e-14 4.1e-14 4.2e-14 4.7e-14
 2537    72    52  5.9e-14 6.4e-14 5.4e-14 5.2e-14 5.6e-14 6.1e-14 6.2e-14 7.0e-14
 2538    72    53  8.4e-14 9.2e-14 8.0e-14 7.8e-14 8.4e-14 9.0e-14 9.2e-14 1.0e-13
 2539    72    54  1.2e-13 1.3e-13 1.2e-13 1.1e-13 1.2e-13 1.3e-13 1.4e-13 1.6e-13
 2540    72    55  1.7e-13 1.9e-13 1.7e-13 1.7e-13 1.8e-13 2.0e-13 2.0e-13 2.3e-13
 2541    72    56  2.4e-13 2.7e-13 2.5e-13 2.5e-13 2.7e-13 2.9e-13 3.0e-13 3.4e-13
 2542    72    57  3.4e-13 3.9e-13 3.7e-13 3.7e-13 4.0e-13 4.2e-13 4.5e-13 5.1e-13
 2543    72    58  4.8e-13 5.7e-13 5.5e-13 5.5e-13 5.9e-13 6.2e-13 6.6e-13 7.5e-13
 2544    72    59  6.8e-13 8.1e-13 8.0e-13 8.1e-13 8.7e-13 9.1e-13 9.7e-13 1.1e-12
 2545    72    60  1.5e-12 1.7e-12 1.6e-12 1.6e-12 1.7e-12 1.8e-12 2.0e-12 2.4e-12
 2546    72    61  3.7e-12 4.8e-12 5.3e-12 5.2e-12 5.4e-12 5.2e-12 5.1e-12 5.2e-12
 2547    72    62  2.7e-12 3.5e-12 3.7e-12 3.9e-12 4.1e-12 4.6e-12 5.5e-12 6.8e-12
 2548    72    63  4.0e-12 5.1e-12 5.4e-12 5.4e-12 5.5e-12 5.4e-12 5.1e-12 5.0e-12
 2549    72    64  4.4e-12 6.0e-12 7.0e-12 8.0e-12 8.9e-12 9.8e-12 1.3e-11 1.7e-11
 2550    72    65  5.1e-12 6.3e-12 6.8e-12 6.6e-12 7.1e-12 7.1e-12 6.7e-12 6.5e-12
 2551    72    66  8.7e-12 1.2e-11 1.5e-11 1.8e-11 1.9e-11 2.1e-11 2.7e-11 3.6e-11
 2552    72    67  8.3e-12 1.1e-11 1.3e-11 1.4e-11 1.5e-11 1.5e-11 1.7e-11 1.8e-11
 2553    72    68  2.9e-11 3.7e-11 4.4e-11 4.5e-11 4.7e-11 4.9e-11 5.9e-11 7.2e-11
 2554    72    69  1.3e-11 2.0e-11 2.9e-11 3.2e-11 3.6e-11 3.6e-11 4.2e-11 5.0e-11
 2555    72    70  7.2e-11 9.6e-11 1.1e-10 1.2e-10 1.2e-10 1.2e-10 1.4e-10 1.6e-10
 2556    72    71  4.0e-11 5.2e-11 6.3e-11 6.7e-11 7.0e-11 7.1e-11 7.6e-11 8.2e-11
 2557    73     1  6.3e-23 2.9e-23 7.5e-24 5.3e-24 5.9e-24 7.1e-24 5.3e-24 5.9e-24
 2558    73     2  2.0e-22 9.4e-23 2.4e-23 1.7e-23 1.9e-23 2.3e-23 1.7e-23 1.9e-23
 2559    73     3  3.8e-22 1.8e-22 4.7e-23 3.3e-23 3.7e-23 4.5e-23 3.3e-23 3.7e-23
 2560    73     4  6.2e-22 3.0e-22 8.0e-23 5.7e-23 6.4e-23 7.6e-23 5.8e-23 6.4e-23
 2561    73     5  9.8e-22 4.8e-22 1.3e-22 9.4e-23 1.1e-22 1.2e-22 9.5e-23 1.1e-22
 2562    73     6  1.5e-21 7.5e-22 2.1e-22 1.5e-22 1.7e-22 2.0e-22 1.5e-22 1.7e-22
 2563    73     7  2.3e-21 1.1e-21 3.3e-22 2.4e-22 2.7e-22 3.2e-22 2.5e-22 2.7e-22
 2564    73     8  3.4e-21 1.8e-21 5.2e-22 3.8e-22 4.3e-22 5.1e-22 3.9e-22 4.4e-22
 2565    73     9  5.2e-21 2.7e-21 8.1e-22 6.0e-22 6.7e-22 8.0e-22 6.2e-22 6.9e-22
 2566    73    10  7.7e-21 4.1e-21 1.3e-21 9.5e-22 1.1e-21 1.2e-21 9.8e-22 1.1e-21
 2567    73    11  1.1e-20 6.2e-21 2.0e-21 1.5e-21 1.6e-21 1.9e-21 1.5e-21 1.7e-21
 2568    73    12  1.7e-20 9.3e-21 3.0e-21 2.3e-21 2.6e-21 3.0e-21 2.4e-21 2.7e-21
 2569    73    13  2.5e-20 1.4e-20 4.7e-21 3.5e-21 4.0e-21 4.7e-21 3.7e-21 4.1e-21
 2570    73    14  3.7e-20 2.1e-20 7.2e-21 5.5e-21 6.1e-21 7.2e-21 5.8e-21 6.4e-21
 2571    73    15  5.4e-20 3.1e-20 1.1e-20 8.5e-21 9.4e-21 1.1e-20 8.9e-21 9.9e-21
 2572    73    16  7.9e-20 4.7e-20 1.7e-20 1.3e-20 1.4e-20 1.7e-20 1.4e-20 1.5e-20
 2573    73    17  1.1e-19 6.9e-20 2.6e-20 2.0e-20 2.2e-20 2.6e-20 2.1e-20 2.4e-20
 2574    73    18  1.7e-19 1.0e-19 3.9e-20 3.1e-20 3.4e-20 3.9e-20 3.3e-20 3.7e-20
 2575    73    19  2.4e-19 1.5e-19 5.9e-20 4.7e-20 5.2e-20 6.0e-20 5.0e-20 5.6e-20
 2576    73    20  3.6e-19 2.3e-19 9.0e-20 7.2e-20 7.9e-20 9.2e-20 7.7e-20 8.6e-20
 2577    73    21  5.2e-19 3.4e-19 1.4e-19 1.1e-19 1.2e-19 1.4e-19 1.2e-19 1.3e-19
 2578    73    22  7.5e-19 5.0e-19 2.1e-19 1.7e-19 1.8e-19 2.1e-19 1.8e-19 2.0e-19
 2579    73    23  1.1e-18 7.3e-19 3.1e-19 2.5e-19 2.8e-19 3.2e-19 2.7e-19 3.1e-19
 2580    73    24  1.6e-18 1.1e-18 4.7e-19 3.9e-19 4.3e-19 4.9e-19 4.2e-19 4.7e-19
 2581    73    25  2.3e-18 1.6e-18 7.1e-19 5.9e-19 6.5e-19 7.4e-19 6.4e-19 7.2e-19
 2582    73    26  3.3e-18 2.3e-18 1.1e-18 8.9e-19 9.8e-19 1.1e-18 9.8e-19 1.1e-18
 2583    73    27  4.8e-18 3.5e-18 1.6e-18 1.3e-18 1.5e-18 1.7e-18 1.5e-18 1.7e-18
 2584    73    28  7.0e-18 5.1e-18 2.4e-18 2.0e-18 2.2e-18 2.6e-18 2.3e-18 2.5e-18
 2585    73    29  1.0e-17 7.5e-18 3.7e-18 3.1e-18 3.4e-18 3.9e-18 3.4e-18 3.9e-18
 2586    73    30  1.5e-17 1.1e-17 5.5e-18 4.7e-18 5.2e-18 5.8e-18 5.2e-18 5.8e-18
 2587    73    31  2.1e-17 1.6e-17 8.3e-18 7.1e-18 7.8e-18 8.8e-18 7.9e-18 8.9e-18
 2588    73    32  3.0e-17 2.4e-17 1.2e-17 1.1e-17 1.2e-17 1.3e-17 1.2e-17 1.3e-17
 2589    73    33  4.3e-17 3.5e-17 1.9e-17 1.6e-17 1.8e-17 2.0e-17 1.8e-17 2.0e-17
 2590    73    34  6.3e-17 5.1e-17 2.8e-17 2.4e-17 2.7e-17 3.0e-17 2.7e-17 3.1e-17
 2591    73    35  9.0e-17 7.4e-17 4.2e-17 3.7e-17 4.0e-17 4.5e-17 4.1e-17 4.7e-17
 2592    73    36  1.3e-16 1.1e-16 6.3e-17 5.5e-17 6.0e-17 6.8e-17 6.3e-17 7.0e-17
 2593    73    37  1.9e-16 1.6e-16 9.4e-17 8.3e-17 9.1e-17 1.0e-16 9.4e-17 1.1e-16
 2594    73    38  2.7e-16 2.3e-16 1.4e-16 1.3e-16 1.4e-16 1.5e-16 1.4e-16 1.6e-16
 2595    73    39  3.9e-16 3.4e-16 2.1e-16 1.9e-16 2.1e-16 2.3e-16 2.1e-16 2.4e-16
 2596    73    40  5.5e-16 4.9e-16 3.1e-16 2.8e-16 3.1e-16 3.4e-16 3.2e-16 3.7e-16
 2597    73    41  8.0e-16 7.2e-16 4.7e-16 4.2e-16 4.6e-16 5.1e-16 4.9e-16 5.5e-16
 2598    73    42  1.1e-15 1.0e-15 7.0e-16 6.4e-16 6.9e-16 7.6e-16 7.3e-16 8.3e-16
 2599    73    43  1.6e-15 1.5e-15 1.0e-15 9.5e-16 1.0e-15 1.1e-15 1.1e-15 1.2e-15
 2600    73    44  2.3e-15 2.2e-15 1.5e-15 1.4e-15 1.5e-15 1.7e-15 1.7e-15 1.9e-15
 2601    73    45  3.4e-15 3.2e-15 2.3e-15 2.1e-15 2.3e-15 2.6e-15 2.5e-15 2.8e-15
 2602    73    46  4.8e-15 4.7e-15 3.4e-15 3.2e-15 3.5e-15 3.8e-15 3.7e-15 4.2e-15
 2603    73    47  6.9e-15 6.8e-15 5.1e-15 4.8e-15 5.2e-15 5.7e-15 5.6e-15 6.3e-15
 2604    73    48  9.9e-15 9.9e-15 7.5e-15 7.1e-15 7.8e-15 8.4e-15 8.4e-15 9.5e-15
 2605    73    49  1.4e-14 1.4e-14 1.1e-14 1.1e-14 1.1e-14 1.3e-14 1.3e-14 1.4e-14
 2606    73    50  2.0e-14 2.1e-14 1.7e-14 1.6e-14 1.7e-14 1.9e-14 1.9e-14 2.1e-14
 2607    73    51  2.9e-14 3.0e-14 2.5e-14 2.4e-14 2.6e-14 2.8e-14 2.8e-14 3.2e-14
 2608    73    52  4.1e-14 4.4e-14 3.6e-14 3.5e-14 3.8e-14 4.1e-14 4.2e-14 4.7e-14
 2609    73    53  5.8e-14 6.3e-14 5.4e-14 5.2e-14 5.6e-14 6.1e-14 6.2e-14 7.1e-14
 2610    73    54  8.3e-14 9.1e-14 7.9e-14 7.8e-14 8.4e-14 9.0e-14 9.3e-14 1.0e-13
 2611    73    55  1.2e-13 1.3e-13 1.2e-13 1.1e-13 1.2e-13 1.3e-13 1.4e-13 1.6e-13
 2612    73    56  1.7e-13 1.9e-13 1.7e-13 1.7e-13 1.8e-13 2.0e-13 2.0e-13 2.3e-13
 2613    73    57  2.4e-13 2.7e-13 2.5e-13 2.5e-13 2.7e-13 2.9e-13 3.0e-13 3.4e-13
 2614    73    58  3.4e-13 3.9e-13 3.7e-13 3.7e-13 4.0e-13 4.2e-13 4.5e-13 5.1e-13
 2615    73    59  4.8e-13 5.6e-13 5.4e-13 5.5e-13 5.9e-13 6.2e-13 6.6e-13 7.5e-13
 2616    73    60  6.7e-13 8.0e-13 8.0e-13 8.1e-13 8.6e-13 9.1e-13 9.7e-13 1.1e-12
 2617    73    61  1.5e-12 1.7e-12 1.6e-12 1.6e-12 1.7e-12 1.8e-12 2.0e-12 2.4e-12
 2618    73    62  3.6e-12 4.8e-12 5.2e-12 5.2e-12 5.4e-12 5.2e-12 5.1e-12 5.2e-12
 2619    73    63  2.7e-12 3.4e-12 3.7e-12 3.9e-12 4.1e-12 4.6e-12 5.5e-12 6.8e-12
 2620    73    64  4.0e-12 5.0e-12 5.4e-12 5.4e-12 5.5e-12 5.4e-12 5.1e-12 5.0e-12
 2621    73    65  4.3e-12 5.9e-12 7.0e-12 7.9e-12 8.8e-12 9.8e-12 1.3e-11 1.7e-11
 2622    73    66  5.1e-12 6.2e-12 6.7e-12 6.6e-12 7.1e-12 7.0e-12 6.7e-12 6.5e-12
 2623    73    67  8.6e-12 1.2e-11 1.5e-11 1.7e-11 1.9e-11 2.1e-11 2.7e-11 3.6e-11
 2624    73    68  8.2e-12 1.1e-11 1.3e-11 1.4e-11 1.5e-11 1.5e-11 1.7e-11 1.8e-11
 2625    73    69  2.8e-11 3.6e-11 4.3e-11 4.5e-11 4.7e-11 4.9e-11 5.9e-11 7.2e-11
 2626    73    70  1.3e-11 2.0e-11 2.9e-11 3.2e-11 3.5e-11 3.6e-11 4.2e-11 5.0e-11
 2627    73    71  7.1e-11 9.5e-11 1.1e-10 1.2e-10 1.2e-10 1.2e-10 1.4e-10 1.6e-10
 2628    73    72  4.0e-11 5.2e-11 6.2e-11 6.7e-11 6.9e-11 7.1e-11 7.6e-11 8.2e-11
 2629    74     1  4.4e-23 2.0e-23 5.0e-24 3.5e-24 3.9e-24 4.8e-24 3.5e-24 3.9e-24
 2630    74     2  1.4e-22 6.4e-23 1.6e-23 1.1e-23 1.3e-23 1.5e-23 1.1e-23 1.3e-23
 2631    74     3  2.6e-22 1.2e-22 3.1e-23 2.2e-23 2.5e-23 3.0e-23 2.2e-23 2.4e-23
 2632    74     4  4.3e-22 2.0e-22 5.3e-23 3.8e-23 4.2e-23 5.1e-23 3.8e-23 4.2e-23
 2633    74     5  6.7e-22 3.3e-22 8.7e-23 6.2e-23 7.0e-23 8.4e-23 6.3e-23 7.0e-23
 2634    74     6  1.0e-21 5.1e-22 1.4e-22 1.0e-22 1.1e-22 1.4e-22 1.0e-22 1.1e-22
 2635    74     7  1.6e-21 7.9e-22 2.2e-22 1.6e-22 1.8e-22 2.1e-22 1.6e-22 1.8e-22
 2636    74     8  2.4e-21 1.2e-21 3.5e-22 2.5e-22 2.8e-22 3.4e-22 2.6e-22 2.9e-22
 2637    74     9  3.5e-21 1.8e-21 5.4e-22 4.0e-22 4.5e-22 5.3e-22 4.1e-22 4.6e-22
 2638    74    10  5.3e-21 2.8e-21 8.5e-22 6.3e-22 7.0e-22 8.3e-22 6.5e-22 7.2e-22
 2639    74    11  7.8e-21 4.2e-21 1.3e-21 9.8e-22 1.1e-21 1.3e-21 1.0e-21 1.1e-21
