Species_Name,Species_formula,Phase,Image,DfH_0K,DfH_298K,Uncertainty,Units,Relative_Molecular_Mass,ATcT_ID
But-3-en-1-yn-1-ide,[CH2CHCC]-,"g, triplet",,559.2,558.5,2.2,kJ/mol,51.0672 ±0.0032,58870-47-6*1
"1,2,4-Trioxolane",O(CH2OOCH2),g,,-204.6,-222.8,2.1,kJ/mol,76.0514 ±0.0019,289-14-5*0
Dinitrogen dimer,(N2)2,g,,-0.88,0.84,0.67,kJ/mol,56.02696 ±0.00028,154680-01-0*0
Fluorine atom tetracation,[F]+4,g,,19594.3,19596.6,1.7,kJ/mol,18.99620888 ±0.00000050,14700-79-9*0
Ammonium oxide,(NH4)2O,"cr,l",,-428.46,-430.46,0.61,kJ/mol,52.07640 ±0.00065,12161-77-2*500
Oxygen atom pentacation,[O]+5,g,,28708.788,28710.645,0.053,kJ/mol,15.99666 ±0.00030,14127-66-3*0
Silicon atom dication,[Si]+2,g,,2813.98,2816.96,0.56,kJ/mol,28.08440 ±0.00030,14175-55-4*0
Silicon atom trication,[Si]+3,g,,6045.56,6048.54,0.56,kJ/mol,28.08385 ±0.00030,14175-56-5*0
Dioxosilane,SiO2,"cr, tridymite",,-901.5,-906.3,1.4,kJ/mol,60.08430 ±0.00067,7631-86-9*515
Oxosilyliumyl,[SiO]+,g,,1022.0,1023.1,2.9,kJ/mol,44.08435 ±0.00042,12359-18-1*0
Hydrogen bromide,HBr,"aq, 2570 H2O",,,-120.24,0.12,kJ/mol,80.9119 ±0.0010,10035-10-6*952
Difluorine cation,[F2]+,g,,1514.301,1514.475,0.013,kJ/mol,37.9962578 ±0.0000010,12184-86-0*0
Ammonia,NH3,aq,,,-77.032,0.056,kJ/mol,17.03056 ±0.00022,7664-41-7*800
Deuterium molecule cation,[D2]+,g,,1492.286,1492.361,0.0,kJ/mol,4.02765497609 ±0.00000000080,12184-84-8*0
Hydrogen peroxide,HOOH,"g, para",,-129.421,-135.407,0.058,kJ/mol,34.01468 ±0.00062,7722-84-1*2
Chlorine atom trication,[Cl]+3,g,,7487.2,7490.2,3.3,kJ/mol,35.45105 ±0.00090,16547-50-5*0
Hydrogen iodide,HI,"aq, 5130 H2O",,,-56.642,0.089,kJ/mol,127.912410 ±0.000076,10034-85-2*958
"1,3-Butadiyn-4-ylium-1-yl",[CCCC]+,g,,2109.8,2120.4,2.8,kJ/mol,48.0423 ±0.0032,124708-46-9*0
mu-Hydrotetrahydrodisilicon cation,[SiH2(HSiH2)]+,g,,981.5,968.8,2.8,kJ/mol,61.21015 ±0.00069,160896-65-1*0
Di-mu-hydrotrihydrodisilicon cation,[SiH2(HSiHH)]+,g,,1033.6,1020.3,2.8,kJ/mol,61.21015 ±0.00069,*160896-65-1*0
2-Methylpentane,CH3CH2CH2CH(CH3)2,"cr,l",,-180.16,-203.82,0.73,kJ/mol,86.1754 ±0.0049,107-83-5*500
Trihydrogen,(H)(HH),"g, vdW",,215.9,218.3,1.1,kJ/mol,3.02382 ±0.00021,12184-91-7*100
Disilene anion,[SiH2SiH2]-,g,,178.6,170.1,3.0,kJ/mol,60.20331 ±0.00066,157379-08-3*0
Ammonia,NH3,"aq, 1 H2O",,,-75.73,0.57,kJ/mol,17.03056 ±0.00022,7664-41-7*801
Silylsilylene anion,[SiH3SiH]-,g,,160.2,151.6,3.0,kJ/mol,60.20331 ±0.00066,286949-98-2*0
Silylsilylene,SiH3SiH,"g, triplet",,381.3,372.5,2.6,kJ/mol,60.20276 ±0.00066,50420-90-1*1
mu-Hydrotrihydrodisilicon,SiH2(HSiH),g,,317.9,307.8,2.1,kJ/mol,60.20276 ±0.00066,497967-56-3*0
3-Methylpentane,CH3CH2CH(CH3)CH2CH3,"cr,l",,-177.61,-201.88,0.76,kJ/mol,86.1754 ±0.0049,96-14-0*500
mu-Hydrotrihydrodisilicon cation,[Si(HSiH3)]+,g,,1160.1,1152.0,2.6,kJ/mol,60.20221 ±0.00066,*497967-55-2*0
Tetrafluorohydrazine,NF2NF2,"g, gauche",,-12.5,-22.1,1.4,kJ/mol,104.00709 ±0.00014,10036-47-2*2
Hydrogen fluoride,HF,"aq, 100 H2O",,,-322.02,0.1,kJ/mol,20.006343 ±0.000070,7664-39-3*828
Hydrazoic acid anion,[HNNN]-,"g, cis",,316.3,310.2,2.3,kJ/mol,43.02871 ±0.00022,203264-98-6*2
Carbon hexacation,[C]+6,g,,100101.741,100106.887,0.049,kJ/mol,12.00741 ±0.00080,16249-02-8*0
Tribromide,[Br3]-,aq,,,-129.17,0.22,kJ/mol,239.7125 ±0.0030,14522-80-6*800
"2,3-Dimethylbutane",CH3CH(CH3)CH(CH3)CH3,"cr,l",,-182.41,-206.92,0.81,kJ/mol,86.1754 ±0.0049,79-29-8*500
Ammonia,NH3,"aq, 2 H2O",,,-78.02,0.41,kJ/mol,17.03056 ±0.00022,7664-41-7*803
Ammonia,NH3,"aq, 3 H2O",,,-78.87,0.41,kJ/mol,17.03056 ±0.00022,7664-41-7*805
Silyloxoniumylidene,[SiH3O]+,"g, triplet",,1096.2,1089.9,2.9,kJ/mol,47.10817 ±0.00047,152720-17-7*1
Isocyanogen cation,[CNCN]+,g,,1654.2,1656.5,1.4,kJ/mol,52.0343 ±0.0016,133415-63-1*0
Hydroxysilylium,[SiH2OH]+,g,,600.3,591.6,2.9,kJ/mol,47.10817 ±0.00047,66639-72-3*0
"2,2-Dimethylbutane",CH3CH2C(CH3)3,"cr,l",,-187.91,-213.63,0.75,kJ/mol,86.1754 ±0.0049,75-83-2*500
Ammonia,NH3,"aq, 4 H2O",,,-79.33,0.41,kJ/mol,17.03056 ±0.00022,7664-41-7*807
Hydrazoic acid,HNNN,"aq, undissoc",,,257.74,0.48,kJ/mol,43.02816 ±0.00022,7782-79-8*1000
Dioxofluorine cation,[OFO]+,g,,1667.0,1664.8,2.8,kJ/mol,50.99665 ±0.00060,223566-05-0*0
Nitrogen atom hexacation,[N]+6,g,,79493.13,79494.99,0.23,kJ/mol,14.003449 ±0.000070,15721-56-9*0
"1,5-Hexadiyne",HCCCH2CH2CCH,"cr,l",,,386.0,1.9,kJ/mol,78.1118 ±0.0048,628-16-0*500
2-Chloro ozone,ClO(O)O,g,,265.7,265.1,3.7,kJ/mol,83.4509 ±0.0013,*141801-66-3*0
Ammonia,NH3,"aq, 5 H2O",,,-79.63,0.41,kJ/mol,17.03056 ±0.00022,7664-41-7*809
Diisocyanogen cation,[CNNC]+,"g, cis",,1838.6,1842.6,3.1,kJ/mol,52.0343 ±0.0016,*78800-21-2*2
Ammonia,NH3,"aq, 10 H2O",,,-80.16,0.41,kJ/mol,17.03056 ±0.00022,7664-41-7*815
"Bicyclo[3.1.0]hexa-1,3-diene",CH2((CCH)(CHCHCH)),g,,406.5,390.9,2.2,kJ/mol,78.1118 ±0.0048,28425-23-2*0
3-Ethenylidenecyclobutene,CH2CC(CHCHCH2),g,,406.6,392.5,2.3,kJ/mol,78.1118 ±0.0048,813466-23-8*0
"3,4-Hexadien-1-yne",HCCCHCCHCH3,g,,418.7,407.5,2.6,kJ/mol,78.1118 ±0.0048,194024-51-6*0
3-Ethynylcyclobutene,HCCCH(CHCHCH2),g,,421.8,407.4,2.4,kJ/mol,78.1118 ±0.0048,175090-90-1*0
Ammonia,NH3,"aq, 20 H2O",,,-80.38,0.41,kJ/mol,17.03056 ±0.00022,7664-41-7*818
Ammonia,NH3,"aq, 50 H2O",,,-80.52,0.41,kJ/mol,17.03056 ±0.00022,7664-41-7*822
Ammonia,NH3,"aq, 100 H2O",,,-80.56,0.41,kJ/mol,17.03056 ±0.00022,7664-41-7*828
Cyclopropane cation,[CH2(CH2CH2)]+,g,,1021.8,1006.3,1.5,kJ/mol,42.0792 ±0.0024,34496-93-0*0
Tetraoxodinitrate anion,[O2NNO2]-,g,,-184.6,-187.8,2.4,kJ/mol,92.0116 ±0.0012,63552-02-3*0
Hydrazoic acid,HNNN,aq,,,272.72,0.47,kJ/mol,43.02816 ±0.00022,7782-79-8*800
Dioxofluorine anion,[OFO]-,g,,155.9,154.4,2.5,kJ/mol,50.99775 ±0.00060,*175861-93-5*0
2-Ethynyl-2-cyclopropen-1-ylidene,HCCC(CCH),g,,726.1,727.4,3.2,kJ/mol,62.0694 ±0.0040,117992-84-4*0
Pyramidane,C(CH(CHCH)CH),g,,602.4,593.9,2.3,kJ/mol,64.0853 ±0.0040,66202-79-7*0
Spiropentadiene,C((CHCH))2,g,,651.9,644.6,2.3,kJ/mol,64.0853 ±0.0040,1727-65-7*0
Ammonia,NH3,"aq, 500 H2O",,,-80.58,0.41,kJ/mol,17.03056 ±0.00022,7664-41-7*833
2-Aminoethylium,[CH2CH2NH2]+,"g, triplet",,1042.7,1026.1,2.4,kJ/mol,44.0752 ±0.0017,54088-54-9*1
2-Aminoethyl anion,[CH2CH2NH2]-,g,,149.0,131.9,2.1,kJ/mol,44.0763 ±0.0017,71857-14-2*0
Ammonia,NH3,"aq, 1000 H2O",,,-80.57,0.41,kJ/mol,17.03056 ±0.00022,7664-41-7*839
Ammonia,NH3,"aq, 5000 H2O",,,-80.5,0.41,kJ/mol,17.03056 ±0.00022,7664-41-7*844
Formaldehyde,CH2O,"g, para singlet",,-105.382,-109.223,0.094,kJ/mol,30.02598 ±0.00087,50-00-0*21
"1,2-Diphenylethane",C6H5CH2CH2C6H5,g,,180.71,142.23,0.76,kJ/mol,182.2610 ±0.0112,103-29-7*0
2-Naphthalenylium,[C6H4(CHCCHCH)]+,g,,1195.7,1177.8,3.5,kJ/mol,127.1620 ±0.0080,79319-69-0*0
1-Naphthalenylium,[C6H4(CCHCHCH)]+,g,,1192.7,1174.8,3.4,kJ/mol,127.1620 ±0.0080,79319-68-9*0
Ammonia,NH3,"aq, 10000 H2O",,,-80.44,0.41,kJ/mol,17.03056 ±0.00022,7664-41-7*850
Ammonia,NH3,"aq, 50000 H2O",,,-80.22,0.41,kJ/mol,17.03056 ±0.00022,7664-41-7*855
Peroxyhypochlorous acid anion,[HOOCl]-,"g, trans quartet",,-2.8,-3.3,2.6,kJ/mol,68.4600 ±0.0011,*67952-08-3*1
1-Methylethenylium,[CH3CCH2]+,g,,995.2,986.0,1.9,kJ/mol,41.0713 ±0.0024,50457-57-3*0
Water,H2O,cr,,-286.274,-292.715,0.022,kJ/mol,18.01528 ±0.00033,7732-18-5*510
Ammonia,NH3,"aq, 100000 H2O",,,-80.06,0.41,kJ/mol,17.03056 ±0.00022,7664-41-7*861
Cyanoamidogen,HNCN,"g, c-quartet",,657.4,654.7,2.0,kJ/mol,41.03212 ±0.00082,12347-01-2*22
Biphenyl,C6H5C6H5,l,,,113.7,1.1,kJ/mol,154.2078 ±0.0096,92-52-4*590
Carbide,[C]-4,g,,2709.5,2714.6,2.7,kJ/mol,12.01289 ±0.00080,12385-15-8*0
Benzophenone,C6H5C(O)C6H5,cr,,-16.7,-41.9,1.5,kJ/mol,182.2179 ±0.0104,119-61-9*510
Buckminsterfullerene,C60,g,,2523.0,2518.4,6.3,kJ/mol,720.6420 ±0.0480,99685-96-8*0
Buckminsterfullerene,C60,"cr,l",,2327.9,2337.4,6.4,kJ/mol,720.6420 ±0.0480,99685-96-8*500
Cyclobutatrienyl,CH(CCC),g,,962.0,965.5,2.4,kJ/mol,49.0507 ±0.0032,*99417-52-4*0
Ethylideneoxoniumyloxy,[CH3CHOO]+,"g, syn",,957.2,944.8,2.2,kJ/mol,60.0514 ±0.0017,1427752-17-7*2
Polyoxymethylene,CH2O,"cr, polyoxymethylene",,,-170.86,0.21,kJ/mol,30.02598 ±0.00087,9002-81-7*500
Difluorodioxidanium,[FOOF]+,"g, cis",,1287.3,1283.1,2.3,kJ/mol,69.99506 ±0.00060,*7783-44-0*2
Helium anion,He-,"g, 1s.2s.2p 4P",,1904.822,1904.822,0.0,kJ/mol,4.0031506 ±0.0000020,14452-58-5*3
Helium anion,He-,"g, 2p3 4S3/2",,5724.96,5724.96,0.32,kJ/mol,4.0031506 ±0.0000020,14452-58-5*4
Dihelium cation,[He2]+,g,,2143.643,2139.915,0.018,kJ/mol,8.0046554 ±0.0000040,12184-99-5*0
Dihelium anion,[He2]-,"g, quartet 4Pig",,1714.9,1711.2,1.9,kJ/mol,8.0057526 ±0.0000040,90188-47-9*1
Helium dihydride,HeHH,g,,-0.05,0.87,0.42,kJ/mol,6.01848 ±0.00014,33309-42-1*0
Hydrogen peroxide cation,[HOOH]+,"g, cis, para",,931.06,924.2,0.98,kJ/mol,34.01413 ±0.00062,12325-10-9*22
Helium dihydride,HHeH,g,,614.5,608.9,2.6,kJ/mol,6.01848 ±0.00014,*33309-42-1*0
Dihydrohelium cation,[HHeH]+,g,,1572.2,1568.9,2.4,kJ/mol,6.01793 ±0.00014,*12500-88-8*0
Neon dication,[Ne]+2,g,,6032.988,6033.214,0.0041,kJ/mol,20.17860 ±0.00060,14041-55-5*0
Neon trication,[Ne]+3,g,,12152.403,12152.403,0.032,kJ/mol,20.17805 ±0.00060,14158-25-9*0
Neon tetracation,[Ne]+4,g,,21529.82,21531.45,0.25,kJ/mol,20.17751 ±0.00060,14041-56-6*0
Neon pentacation,[Ne]+5,g,,33711.1,33711.1,1.2,kJ/mol,20.17696 ±0.00060,14175-48-5*0
Neon hexacation,[Ne]+6,g,,48949.3,48949.3,1.3,kJ/mol,20.17641 ±0.00060,14041-57-7*0
Neon heptacation,[Ne]+7,g,,68948.7,68948.7,1.4,kJ/mol,20.17586 ±0.00060,14175-50-9*0
Neon octacation,[Ne]+8,g,,92018.2,92018.2,1.4,kJ/mol,20.17531 ±0.00060,14782-26-4*0
Neon nonacation,[Ne]+9,g,,207396.1,207396.1,1.4,kJ/mol,20.17476 ±0.00060,15721-59-2*0
Sulfur atom dication,[S]+2,g,,3528.18,3531.87,0.14,kJ/mol,32.0649 ±0.0060,14127-58-3*0
Sulfur atom trication,[S]+3,g,,6890.8,6892.8,3.2,kJ/mol,32.0644 ±0.0060,22541-72-6*0
Sulfur atom tetracation,[S]+4,g,,11447.1,11448.8,3.4,kJ/mol,32.0638 ±0.0060,20681-10-1*0
Sulfur atom pentacation,[S]+5,g,,18451.4,18453.1,3.4,kJ/mol,32.0633 ±0.0060,14127-59-4*0
Hydroxylamine,NH2OH,g,,-33.05,-43.42,0.42,kJ/mol,33.02996 ±0.00037,7803-49-8*0
Fluorine atom dication,[F]+2,g,,5132.476,5134.261,0.02,kJ/mol,18.99730604 ±0.00000050,14701-07-6*0
Chlorine atom tetracation,[Cl]+4,g,,12615.5,12617.1,4.6,kJ/mol,35.45051 ±0.00090,22541-74-8*0
Water,H2O,"g, para",,-238.904,-241.808,0.022,kJ/mol,18.01528 ±0.00033,7732-18-5*2
Dioxathiirane,S(OO),g,,166.2,163.7,2.2,kJ/mol,64.0648 ±0.0060,191663-73-7*0
Vinyl hydroperoxide,CH2CHOOH,"g, gauche I",,-21.6,-33.6,1.6,kJ/mol,60.0520 ±0.0017,66998-78-5*2
Sulfur trioxide,OS(O)O,"cr,l",,,-454.32,0.37,kJ/mol,80.0642 ±0.0061,7446-11-9*500
Vinyl hydroperoxide,CH2CHOOH,"g, gauche II",,-21.4,-33.2,1.6,kJ/mol,60.0520 ±0.0017,66998-78-5*3
3-Oxidedioxathiirane,OS(OO),g,,-127.9,-132.9,2.2,kJ/mol,80.0642 ±0.0061,2243010-16-2*0
Trioxathietane,S(OOO),g,,263.6,258.5,2.3,kJ/mol,80.0642 ±0.0061,*2243010-16-2*0
Nitrosyl nitrate,ONONO2,"g, cis-perp",,60.5,52.5,1.9,kJ/mol,92.0111 ±0.0012,15969-55-8*2
Oxadithiirane,O(SS),g,,136.4,134.3,2.5,kJ/mol,80.1314 ±0.0120,488092-02-0*0
Sulfanylideneoxidaniumthiolate,SOS,g,,220.7,219.0,2.0,kJ/mol,80.1314 ±0.0120,401811-43-6*0
Thiozone cation,[SSS]+,g,,1073.1,1071.5,2.0,kJ/mol,96.1975 ±0.0180,60063-56-1*0
2-Propen-1-ylium-1-ylidene,[CH2CHC]+,g,,1373.2,1369.7,2.0,kJ/mol,39.0554 ±0.0024,88000-25-3*0
Diazomethylium,[HCNN]+,"g, singlet",,1458.9,1456.9,2.2,kJ/mol,41.03157 ±0.00082,271249-81-1*2
cyc-Thiozone cation,[S(SS)]+,g,,1040.2,1039.6,2.7,kJ/mol,96.1975 ±0.0180,*60063-56-1*0
cyc-Trisulfide,[S(SS)]-,g,,15.2,14.6,2.5,kJ/mol,96.1985 ±0.0180,*12597-04-5*0
Chlorine atom pentacation,[Cl]+5,g,,19147.0,19149.0,11.0,kJ/mol,35.44996 ±0.00090,20337-89-7*0
Chlorine atom hexacation,[Cl]+6,g,,28501.0,28503.0,11.0,kJ/mol,35.44941 ±0.00090,22541-73-7*0
Water trimer,(H2O)3,g,,-762.65,-776.75,0.2,kJ/mol,54.04584 ±0.00099,31014-12-7*0
Formaldehyde,CH2O,"aq, unhydrol",,,-165.65,0.22,kJ/mol,30.02598 ±0.00087,50-00-0*1000
Oxygen atom dication,[O]+2,g,,4949.458,4953.0,0.013,kJ/mol,15.99830 ±0.00030,14127-63-0*0
Sulfuric acid,OS(O)(OH)2,aq,,-878.93,-909.16,0.13,kJ/mol,98.0795 ±0.0061,7664-93-9*800
Oxygen atom octacation,[O]+8,g,,197447.75,197449.61,0.12,kJ/mol,15.99501 ±0.00030,21450-98-6*0
Sulfuric acid,OS(O)(OH)2,"aq, 40 H2O",,,-886.36,0.13,kJ/mol,98.0795 ±0.0061,7664-93-9*821
Sulfuric acid,OS(O)(OH)2,"aq, 700 H2O",,,-891.25,0.13,kJ/mol,98.0795 ±0.0061,7664-93-9*835
Sulfuric acid,OS(O)(OH)2,"aq, 800 H2O",,,-891.62,0.13,kJ/mol,98.0795 ±0.0061,7664-93-9*837
Sulfuric acid,OS(O)(OH)2,"aq, 1500 H2O",,,-893.42,0.13,kJ/mol,98.0795 ±0.0061,7664-93-9*840
Sulfuric acid,OS(O)(OH)2,"aq, 2000 H2O",,,-894.37,0.13,kJ/mol,98.0795 ±0.0061,7664-93-9*841
Sulfuric acid,OS(O)(OH)2,"aq, 3000 H2O",,,-895.84,0.13,kJ/mol,98.0795 ±0.0061,7664-93-9*842
Sulfuric acid,OS(O)(OH)2,"aq, 5000 H2O",,,-897.86,0.13,kJ/mol,98.0795 ±0.0061,7664-93-9*844
Sulfuric acid,OS(O)(OH)2,"aq, 60 H2O",,,-886.91,0.13,kJ/mol,98.0795 ±0.0061,7664-93-9*823
Sulfuric acid,OS(O)(OH)2,"aq, 80 H2O",,,-887.26,0.13,kJ/mol,98.0795 ±0.0061,7664-93-9*826
Sulfuric acid,OS(O)(OH)2,"aq, 90 H2O",,,-887.41,0.13,kJ/mol,98.0795 ±0.0061,7664-93-9*827
Sulfuric acid,OS(O)(OH)2,"aq, 750 H2O",,,-891.44,0.13,kJ/mol,98.0795 ±0.0061,7664-93-9*836
Sulfuric acid,OS(O)(OH)2,"aq, 1250 H2O",,,-892.87,0.13,kJ/mol,98.0795 ±0.0061,7664-93-9*954
Carbon pentacation,[C]+5,g,,52824.584,52829.73,0.049,kJ/mol,12.00796 ±0.00080,14280-11-6*0
Sulfuric acid,OS(O)(OH)2,"aq, 6000 H2O",,,-898.59,0.13,kJ/mol,98.0795 ±0.0061,7664-93-9*845
Sulfuric acid,OS(O)(OH)2,"aq, 7500 H2O",,,-899.51,0.13,kJ/mol,98.0795 ±0.0061,7664-93-9*847
Sulfuric acid,OS(O)(OH)2,"aq, 8000 H2O",,,-899.77,0.13,kJ/mol,98.0795 ±0.0061,7664-93-9*848
Sulfuric acid,OS(O)(OH)2,"aq, 9000 H2O",,,-900.23,0.13,kJ/mol,98.0795 ±0.0061,7664-93-9*849
Sulfuric acid monohydrate,(OS(O)(OH)2)(H2O),"cr,l",,-1126.33,-1127.49,0.13,kJ/mol,116.0948 ±0.0062,10193-30-3*500
Sulfuric acid dihydrate,(OS(O)(OH)2)(H2O)2,"cr,l",,-1422.15,-1426.94,0.14,kJ/mol,134.1100 ±0.0063,13451-10-0*500
Sulfuric acid trihydrate,(OS(O)(OH)2)(H2O)3,"cr,l",,-1716.1,-1720.21,0.15,kJ/mol,152.1253 ±0.0064,40835-65-2*500
Sulfuric acid tetrahydrate,(OS(O)(OH)2)(H2O)4,"cr,l",,-2006.95,-2010.98,0.17,kJ/mol,170.1406 ±0.0065,37006-20-5*500
Sulfuric acid pentahydrate,(OS(O)(OH)2)(H2O)5,"cr,l",,,-2300.38,0.18,kJ/mol,188.1559 ±0.0066,137168-49-1*500
Sulfuric acid hexahydrate,(OS(O)(OH)2)(H2O)6,"cr,l",,,-2588.93,0.2,kJ/mol,206.1712 ±0.0068,137168-50-4*500
Sulfuric acid heptahydrate,(OS(O)(OH)2)(H2O)7,"cr,l",,,-2876.88,0.22,kJ/mol,224.1864 ±0.0069,137168-51-5*500
Sulfuric acid octahydrate,(OS(O)(OH)2)(H2O)8,"cr,l",,,-3164.39,0.24,kJ/mol,242.2017 ±0.0071,88434-16-6*500
Sulfuric acid nonahydrate,(OS(O)(OH)2)(H2O)9,"cr,l",,,-3451.55,0.25,kJ/mol,260.2170 ±0.0073,137168-52-6*500
Sulfuric acid decahydrate,(OS(O)(OH)2)(H2O)10,"cr,l",,,-3738.44,0.27,kJ/mol,278.2323 ±0.0075,137168-53-7*500
Sulfuric acid dodecahydrate,(OS(O)(OH)2)(H2O)12,"cr,l",,,-4311.65,0.31,kJ/mol,314.2628 ±0.0079,30383-99-4*500
Sulfuric acid pentadecahydrate,(OS(O)(OH)2)(H2O)15,"cr,l",,,-5170.55,0.37,kJ/mol,368.3087 ±0.0086,425605-43-2*500
"1,3-Butadiyne-1,4-diyl",CCCC,"g, triplet",,1052.21,1062.18,0.64,kJ/mol,48.0428 ±0.0032,78015-07-3*1
Methylaminyliumyl,[CH3N]+,"g, doublet ?",,1388.2,1381.9,2.2,kJ/mol,29.04071 ±0.00083,56924-51-7*1
Trihydrogen cation,[H3]+,"g, para",,1110.304,1106.697,0.013,kJ/mol,3.02327 ±0.00021,28132-48-1*2
Sulfur tetraoxide,OS(O)(O)O,"g, triplet Td",,-205.1,-211.3,2.6,kJ/mol,96.0636 ±0.0061,12772-98-4*12
Dioxoperoxysulfane,(O2S)(OO),"g, singlet Cs ?",,-177.1,-177.5,3.5,kJ/mol,96.0636 ±0.0061,*103613-08-7*12
Fluorine atom heptacation,[F]+7,g,,63649.3,63651.1,1.8,kJ/mol,18.99456314 ±0.00000050,14700-77-7*0
Difluoroaminylium,[NF2]+,"g, triplet",,1376.4,1373.8,2.4,kJ/mol,52.002998 ±0.000070,31685-31-1*1
Thioformaldehyde cation,[CH2S]+,g,,1025.9,1022.3,2.0,kJ/mol,46.0920 ±0.0061,61356-81-8*0
Fluorine atom octacation,[F]+8,g,,155686.5,155688.3,1.8,kJ/mol,18.99401456 ±0.00000050,15721-58-1*0
Carbon monoxide,CO,"g, singlet",,-113.799,-110.519,0.025,kJ/mol,28.01010 ±0.00085,630-08-0*2
Dimethylsulfoxide,CH3S(O)CH3,l,,,-203.59,0.49,kJ/mol,78.1344 ±0.0062,67-68-5*590
Diazirinylium,[HC(NN)]+,"g, singlet",,1384.8,1381.2,2.1,kJ/mol,41.03157 ±0.00082,77116-26-8*2
Bromodioxy,BrOO,g,,116.7,107.7,3.8,kJ/mol,111.9028 ±0.0012,67177-47-3*0
Iodine monochloride,ICl,l,,,-24.048,0.063,kJ/mol,162.35717 ±0.00090,7790-99-0*590
Fluorine atom trication,[F]+3,g,,11182.877,11186.701,0.031,kJ/mol,18.99675746 ±0.00000050,14700-88-0*0
Iminomethylimidogen cation,[NCHN]+,"g, triplet",,1677.7,1676.4,2.3,kJ/mol,41.03157 ±0.00082,*150296-30-3*1
Iminomethylimidogen anion,[NCHN]-,"g, triplet",,405.4,402.1,2.5,kJ/mol,41.03267 ±0.00082,150296-30-3*1
Ethynylene,C2,"g, singlet",,819.967,826.54,0.083,kJ/mol,24.0214 ±0.0016,12070-15-4*2
Nitrogen atom dication,[N]+2,g,,4729.027,4731.855,0.031,kJ/mol,14.005643 ±0.000070,17439-59-7*0
Peroxyhypochlorous acid cation,[HOOCl]+,"g, cis",,1050.8,1045.2,2.5,kJ/mol,68.4589 ±0.0011,*67952-07-2*2
Boron cation,B+,g,,1366.02,1370.99,0.61,kJ/mol,10.8105 ±0.0070,14594-80-0*0
Boron atom dication,[B]+2,g,,3793.09,3798.06,0.61,kJ/mol,10.8099 ±0.0070,14280-20-7*0
Boron atom trication,[B]+3,g,,7452.83,7457.81,0.61,kJ/mol,10.8094 ±0.0070,22537-21-9*0
Boron atom tetracation,[B]+4,g,,32478.65,32483.63,0.61,kJ/mol,10.8088 ±0.0070,15721-54-7*0
Chlorine trifluoride cation,[FCl(F)F]+,g,,1053.5,1049.2,2.3,kJ/mol,92.44736 ±0.00090,478167-77-0*0
Borane cation,[BH3]+,g,,1265.9,1262.7,1.7,kJ/mol,13.8343 ±0.0070,12228-16-9*0
Propylidene,CH3CH2CH,"g, triplet",,349.51,335.75,0.92,kJ/mol,42.0797 ±0.0024,6700-78-3*1
"1,2-Propadien-1-ylium-1-yl-3-ylidene",[CCC]+,g,,1939.1,1947.0,1.3,kJ/mol,36.0316 ±0.0024,118090-85-0*0
Hydrazine monohydrate,(NH2NH2)(H2O),l,,,-242.58,0.19,kJ/mol,50.06052 ±0.00053,7803-57-8*500
2-Hydroxyethylium,[CH2CH2OH]+,"g, gauche",,1024.8,1012.2,2.0,kJ/mol,45.0600 ±0.0017,38607-31-7*1
Boric acid,B(OH)3,"aq, undissoc",,,-1072.34,0.57,kJ/mol,61.8330 ±0.0071,10043-35-3*1000
Dihydrogen anion,[H2]-,g,,253.8,254.7,1.2,kJ/mol,2.01643 ±0.00014,12184-89-3*0
Boron nitride,BN,g,,602.64,606.05,0.96,kJ/mol,24.8177 ±0.0070,10043-11-5*0
Dihydroxymethanide,[CH(OH)2]-,"g, anti-anti",,-177.6,-187.5,2.4,kJ/mol,47.0339 ±0.0010,61192-32-3*3
Nitric acid,HON(O)O,"aq, 50000 H2O",,,-206.45,0.18,kJ/mol,63.01288 ±0.00091,7697-37-2*855
Difluorodiazene,FNNF,g,,78.5,73.4,2.1,kJ/mol,66.01029 ±0.00014,10578-16-2*0
Indene anion,[C6H4(CHCHCH2)]-,g,,242.7,220.3,3.4,kJ/mol,116.1604 ±0.0072,39526-38-0*0
Trihydrogen,H(HH),"g, Ry",,745.878,743.199,0.062,kJ/mol,3.02382 ±0.00021,12184-91-7*0
Hydrogen bromide,HBr,"aq, 150 H2O",,,-119.66,0.12,kJ/mol,80.9119 ±0.0010,10035-10-6*829
Dichloromethylene,CCl2,g,,229.87,231.06,0.64,kJ/mol,82.9161 ±0.0020,1605-72-7*0
Isoindene anion,[C6H4(CHCH2CH)]-,g,,239.8,217.2,3.9,kJ/mol,116.1604 ±0.0072,496764-61-5*0
Diiodine,I2,"aq, undissoc",,,23.243,0.082,kJ/mol,253.808940 ±0.000060,7553-56-2*1000
Hydrogen bromide,HBr,"aq, 1 H2O",,,-71.66,0.13,kJ/mol,80.9119 ±0.0010,10035-10-6*801
Hydrogen iodide,HI,"aq, 500 H2O",,,-56.355,0.09,kJ/mol,127.912410 ±0.000076,10034-85-2*833
Indenide,[C6H4(CHCHCH)]-,g,,125.3,105.3,1.6,kJ/mol,115.1524 ±0.0072,12128-54-0*0
Indenylium,[C6H4(CHCHCH)]+,g,,1030.2,1010.7,2.0,kJ/mol,115.1513 ±0.0072,12203-21-3*0
Phenol cation,[C6H5OH]+,g,,746.5,727.7,0.63,kJ/mol,94.1107 ±0.0048,40932-22-7*0
